ot,What is assignment problem?,Assign tasks to resources optimally,Transport goods,Graph problem,Sorting problem,0,Assignment allocates tasks efficiently unlike transportation,assignment
ot,What is degeneracy in transportation?,Less allocations than required,More allocations,Equal allocations,Negative allocations,0,Degeneracy occurs when allocations are fewer than required,transportation
ot,What is objective of assignment problem?,Minimize cost or maximize profit,Store data,Sort data,Search data,0,Assignment optimizes cost/profit unlike storage or sorting,assignment
ot,What is integer programming?,Variables restricted to integers,Continuous variables,Nonlinear variables,Random variables,0,Integer programming restricts values unlike linear programming,basics
ot,What is nonlinear programming?,Linear relationships,Nonlinear objective or constraints,Graph problem,Sorting problem,1,Nonlinear involves curved relationships unlike linear programming,basics
ot,What is dynamic programming?,Optimization using stages,Graph traversal,Sorting technique,Searching method,0,Dynamic programming solves problems in stages unlike graph traversal,algorithms
ot,What is convex set?,Set with no line segment outside,Random set,Infinite set,Empty set,0,Convex set ensures line between points lies inside unlike non-convex sets,basics
ot,What is convex function?,Linear function,Function with convex property,Random function,Constant function,1,Convex function ensures global optimum unlike arbitrary functions,basics
ot,What is global optimum?,Best solution overall,Local best solution,Random solution,Initial solution,0,Global optimum is best among all feasible solutions unlike local optimum,basics
ot,What is local optimum?,Best in neighborhood,Best overall,Random solution,Initial solution,0,Local optimum may not be global unlike global optimum,basics
ot,What is gradient method?,Optimization using derivatives,Sorting method,Searching method,Graph algorithm,0,Gradient uses derivatives to find optimum unlike sorting/searching,algorithms
ot,What is Lagrange multiplier method?,Solve constrained optimization,Solve linear equations,Sort data,Search data,0,Lagrange handles constraints unlike simple optimization,algorithms
subject,Question,A,B,C,D,answer,explanation,topic
ot,In linear programming the feasible region is always:,Non-convex,Convex,Discrete,Empty,1,Feasible region is convex because intersection of linear constraints forms a convex set unlike non-convex shapes,basics
ot,Which condition ensures optimality in simplex method?,Negative coefficients in objective row,All coefficients in objective row non-negative,All constraints satisfied,All variables equal,1,Optimality is reached when no further improvement is possible meaning all reduced costs are non-negative,algorithms
ot,What is pivot element in simplex method?,Largest coefficient,Smallest coefficient,Element used to update tableau,Random element,2,Pivot element is used to transform tableau and improve solution unlike arbitrary elements,algorithms
ot,Which method is used to detect optimal solution in transportation problem?,MODI method,North-west corner method,Hungarian method,Simplex method,0,MODI evaluates optimality by calculating opportunity cost unlike NW corner which gives initial solution,transportation
ot,What is degeneracy in simplex method?,Multiple optimal solutions,Zero basic variable value,Negative solution,Infinite solution,1,Degeneracy occurs when a basic variable becomes zero affecting iteration progress,algorithms
ot,Which concept ensures that optimal solution lies at extreme points?,Convexity principle,Gradient principle,Duality principle,Feasibility principle,0,Convexity guarantees optimal solution at vertices unlike other principles,basics
ot,What is duality theorem?,Primal equals dual solution,Objective functions are same,Optimal values of primal and dual are equal,Constraints are identical,2,Duality states optimal objective values are equal though formulations differ,duality
ot,Which problem is solved using Hungarian method?,Transportation problem,Assignment problem,Linear programming,Nonlinear programming,1,Hungarian method efficiently solves assignment problems unlike transportation,assignment
ot,What is shadow price also called?,Opportunity cost,Fixed cost,Total cost,Average cost,0,Shadow price represents marginal value of resource unlike fixed or total cost,duality
ot,What is reduced cost in simplex method?,Cost of variable entering basis,Difference between actual and opportunity cost,Total cost,Constraint value,1,Reduced cost shows improvement potential unlike total cost,algorithms
ot,Which condition indicates multiple optimal solutions?,Unique solution exists,Alternative optimal solutions exist,No feasible solution,Unbounded solution,1,Multiple optimal solutions occur when alternate optimal exists with same objective value,basics
ot,What is unbounded solution in LPP?,Finite optimal solution,Objective function increases indefinitely,No feasible region,Multiple solutions,1,Unbounded solution means objective function has no limit unlike finite optimal solution,basics
ot,What is infeasible region?,Region satisfying constraints,Region violating constraints,Region with optimal solution,Entire graph,1,Infeasible region does not satisfy constraints unlike feasible region,basics
